Year,Duration,Rating,Votes,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_News,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_Unknown,Genre_War,Genre_Western,Director_Avg_Rating,Actor 1_Avg_Rating,Actor 2_Avg_Rating,Actor 3_Avg_Rating,Num_Genres,Decade_1940s,Decade_1950s,Decade_1960s,Decade_1970s,Decade_1980s,Decade_1990s,Decade_2000s,Decade_2010s
2016,133.0,7.6,35.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.359999999999999,7.144444444444444,5.72,7.6,3,False,False,False,False,False,False,False,True
1987,132.29447957614084,5.2,12.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.300714285714286,5.630769230769231,5.6171428571428565,3,False,False,False,False,True,False,False,False
2021,130.0,4.6,35.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3999999999999995,5.3,6.08,5.62,1,False,False,False,False,False,False,False,False
1994,119.0,3.7,77.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,5.531034482758621,4.95,5.230434782608696,3,False,False,False,False,False,True,False,False
1959,124.0,5.3,17.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.570833333333333,5.05,5.3,6.083333333333333,2,False,True,False,False,False,False,False,False
2019,128.0,6.2,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,7.027272727272727,6.4,6.4,2,False,False,False,False,False,False,False,True
2010,95.0,7.1,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,7.1,6.6235,6.521232876712329,1,False,False,False,False,False,False,True,False
2009,121.0,6.2,112.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6.65,6.2,6.2,2,False,False,False,False,False,False,True,False
1974,133.0,6.3,253.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5.2,6.208333333333333,5.619047619047619,6.291304347826086,3,False,False,False,True,False,False,False,False
1951,132.29447957614084,6.8,12.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.7,6.738461538461538,6.25,6.933333333333334,3,False,True,False,False,False,False,False,False
1994,132.29447957614084,6.8,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.833333333333333,6.449999999999999,6.5,4.618181818181818,1,False,False,False,False,False,True,False,False
2004,122.0,4.6,395.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4.466666666666666,4.155555555555555,5.583333333333333,4.6,3,False,False,False,False,False,False,True,False
2006,133.0,3.2,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.366666666666666,3.9000000000000004,3.2,3.2,1,False,False,False,False,False,False,True,False
1950,132.29447957614084,7.4,16.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,6.995454545454546,6.96,7.4,1,True,False,False,False,False,False,False,False
1958,110.0,8.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7.29375,7.002777777777777,6.572727272727272,6.139285714285714,3,False,True,False,False,False,False,False,False
2016,106.0,5.4,146.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.4,5.4,6.066666666666667,5.4,2,False,False,False,False,False,False,False,True
2009,130.0,7.0,287.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.666666666666667,7.0,7.0,7.0,3,False,False,False,False,False,False,True,False
2015,102.0,3.6,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.6,3.6,3.6,3.6,2,False,False,False,False,False,False,False,True
2013,130.0,7.7,35.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,6.21304347826087,6.56,7.7,3,False,False,False,False,False,False,False,True
2004,145.0,5.1,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,4.720000000000001,6.0,5.1,1,False,False,False,False,False,False,True,False
1996,128.0,5.0,60.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.858333333333333,4.666666666666667,5.025,5.0,1,False,False,False,False,False,True,False,False
1998,132.29447957614084,3.3,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,5.303846153846154,4.992307692307692,4.6125,1,False,False,False,False,False,True,False,False
1979,137.0,6.5,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.483333333333333,5.302272727272728,6.409999999999999,6.368421052631579,1,False,False,False,True,False,False,False,False
1977,132.29447957614084,5.4,17.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4,5.703703703703703,5.957692307692308,5.75,3,False,False,False,True,False,False,False,False
1976,132.29447957614084,5.9,42.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.057142857142857,6.376271186440678,5.957692307692308,6.215909090909091,3,False,False,False,True,False,False,False,False
1985,109.0,6.4,16.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,5.532500000000001,5.640909090909091,5.35,3,False,False,False,False,True,False,False,False
1994,132.29447957614084,5.3,17.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.266666666666667,5.779999999999999,6.150909090909091,5.014285714285714,3,False,False,False,False,False,True,False,False
1989,131.0,5.7,36.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13125,5.703703703703703,5.640909090909091,5.71025641025641,2,False,False,False,False,True,False,False,False
1983,181.0,6.1,423.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.155555555555555,6.4368,6.815625,6.677777777777778,3,False,False,False,False,True,False,False,False
1997,132.29447957614084,4.4,170.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,5.300714285714286,5.718181818181818,5.0473684210526315,3,False,False,False,False,False,True,False,False
1981,130.0,6.9,21.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.570833333333333,7.15,7.050000000000001,6.9,3,False,False,False,False,True,False,False,False
1965,163.0,7.3,77.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.570833333333333,7.15,6.715000000000001,6.7,3,False,False,True,False,False,False,False,False
2013,105.0,5.3,497.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,6.063247863247863,4.994117647058823,6.9,3,False,False,False,False,False,False,False,True
2013,137.0,6.8,19.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.8,4.925,5.8,4.6,3,False,False,False,False,False,False,False,True
1985,92.0,4.9,21.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,5.05,5.6,5.925,3,False,False,False,False,True,False,False,False
2019,132.29447957614084,9.3,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,6.7504,6.6235,6.521232876712329,1,False,False,False,False,False,False,False,True
2001,132.29447957614084,8.8,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2125,6.1000000000000005,6.9,6.521232876712329,1,False,False,False,False,False,False,True,False
1949,165.0,7.1,387.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6.8,6.4368,7.090000000000001,6.775,3,True,False,False,False,False,False,False,False
1989,132.29447957614084,4.5,13.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.257142857142857,4.923809523809524,5.14,5.5,1,False,False,False,False,True,False,False,False
1970,147.0,6.6,112.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.925,6.792307692307692,6.656000000000001,5.4,3,False,False,True,False,False,False,False,False
1987,130.0,7.6,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.6,7.6,6.5,6.233333333333333,1,False,False,False,False,True,False,False,False
1998,164.0,4.1,420.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.526666666666667,4.78,5.073913043478261,5.71025641025641,3,False,False,False,False,False,True,False,False
1970,132.29447957614084,5.6,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1125,5.989473684210526,6.665384615384616,6.268,1,False,False,True,False,False,False,False,False
1946,132.29447957614084,7.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6499999999999995,6.7504,6.6235,6.521232876712329,1,True,False,False,False,False,False,False,False
2012,145.0,5.0,108.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,5.0,5.0,5.0,2,False,False,False,False,False,False,False,True
2008,114.0,7.1,976.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4,6.025531914893617,5.61875,5.883333333333333,3,False,False,False,False,False,False,True,False
1944,132.29447957614084,5.5,11.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.933333333333334,5.5,6.8,6.722222222222222,3,True,False,False,False,False,False,False,False
1990,159.0,5.6,146.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.445454545454546,5.703703703703703,5.7592592592592595,4.895652173913043,3,False,False,False,False,True,False,False,False
1967,132.29447957614084,6.3,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.199999999999999,6.3,6.4,5.9,1,False,False,True,False,False,False,False,False
2009,132.29447957614084,6.0,175.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.266666666666667,6.4,5.1,7.35,3,False,False,False,False,False,False,True,False
1988,132.29447957614084,4.9,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1125,4.050000000000001,5.366666666666667,5.71025641025641,1,False,False,False,False,True,False,False,False
2016,106.0,7.7,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,6.314285714285715,5.72,5.014285714285714,1,False,False,False,False,False,False,False,True
2007,80.0,8.0,29.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,8.0,7.6,8.0,1,False,False,False,False,False,False,True,False
2015,82.0,6.3,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.6375,7.15,6.333333333333333,1,False,False,False,False,False,False,False,True
1959,167.0,9.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,8.8,9.0,9.0,1,False,True,False,False,False,False,False,False
1969,137.0,6.2,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.266666666666667,6.2,5.85,6.368421052631579,2,False,False,True,False,False,False,False,False
2013,105.0,6.7,92.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,6.7,6.7,6.7,2,False,False,False,False,False,False,False,True
1957,144.0,6.8,14.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1692307692307695,6.838888888888889,6.038888888888889,6.6000000000000005,2,False,True,False,False,False,False,False,False
1995,155.0,4.3,530.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,5.742537313432836,5.652941176470588,4.315789473684211,2,False,False,False,False,False,True,False,False
2005,162.0,4.8,35.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.833333333333333,5.322857142857143,4.933333333333334,4.220000000000001,3,False,False,False,False,False,False,True,False
2015,119.0,6.3,35.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.383333333333333,6.3625,6.3,6.3,3,False,False,False,False,False,False,False,True
1981,136.0,6.6,34.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.683333333333334,5.303846153846154,5.718181818181818,5.16875,2,False,False,False,False,True,False,False,False
2014,130.0,5.2,347.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.2,6.55,4.533333333333333,5.2,2,False,False,False,False,False,False,False,True
1987,132.29447957614084,6.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0,5.15,6.4,6.521232876712329,1,False,False,False,False,True,False,False,False
1983,148.0,5.2,38.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.471428571428571,5.142465753424657,5.403125,5.25625,2,False,False,False,False,True,False,False,False
1989,160.0,7.2,699.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,6.063247863247863,6.300000000000001,7.45,1,False,False,False,False,True,False,False,False
1986,130.0,5.8,43.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.445454545454546,5.742537313432836,5.291525423728813,5.46,1,False,False,False,False,True,False,False,False
1962,147.0,7.4,48.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.776470588235294,6.095081967213115,6.589655172413793,6.6000000000000005,2,False,False,True,False,False,False,False,False
1987,132.29447957614084,4.3,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,5.5,5.15,5.525,1,False,False,False,False,True,False,False,False
2003,132.29447957614084,5.9,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,5.9,5.7,5.9,1,False,False,False,False,False,False,True,False
2004,132.29447957614084,8.8,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8076923076923075,8.200000000000001,6.528571428571429,6.398666666666666,1,False,False,False,False,False,False,True,False
2004,179.0,7.0,35.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.325,6.605405405405405,4.933333333333334,5.638461538461538,3,False,False,False,False,False,False,True,False
2015,127.0,7.3,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,7.3,4.492857142857143,7.3,1,False,False,False,False,False,False,False,True
1982,132.29447957614084,5.1,44.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.379411764705883,5.742537313432836,5.619047619047619,6.233333333333333,2,False,False,False,False,True,False,False,False
1994,175.0,6.5,35.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62,5.4817073170731705,5.8136363636363635,4.95,2,False,False,False,False,False,True,False,False
2013,134.0,5.3,185.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.142857142857143,5.5,5.3,5.3,3,False,False,False,False,False,False,False,True
2003,132.29447957614084,6.0,514.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,6.0,5.8999999999999995,4.8,2,False,False,False,False,False,False,True,False
2021,120.0,4.2,118.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.2,4.2,4.18,1,False,False,False,False,False,False,False,False
1959,132.29447957614084,6.7,59.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1125,6.876470588235295,6.397674418604652,6.571428571428571,3,False,True,False,False,False,False,False,False
1998,132.29447957614084,2.6,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2,2.6,2.6,3.033333333333333,1,False,False,False,False,False,True,False,False
2003,197.0,4.0,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.016666666666667,6.29,5.7,4.33,3,False,False,False,False,False,False,True,False
2007,132.29447957614084,5.8,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.8,6.0375,4.0,4.949999999999999,2,False,False,False,False,False,False,True,False
1962,132.29447957614084,6.5,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.566666666666666,6.069999999999999,6.2272727272727275,6.215909090909091,1,False,False,True,False,False,False,False,False
1998,150.0,4.5,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5.610526315789474,6.792307692307692,4.5,4.5,2,False,False,False,False,False,True,False,False
1964,132.29447957614084,5.2,5.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.125,6.2807692307692315,6.279999999999999,5.2,2,False,False,True,False,False,False,False,False
1971,147.0,6.5,47.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.26,6.26,6.488888888888889,6.171428571428572,3,False,False,False,True,False,False,False,False
1989,132.29447957614084,5.1,68.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.081818181818182,5.123636363636364,5.4975000000000005,5.528571428571429,3,False,False,False,False,True,False,False,False
2014,128.0,5.1,35.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.193023255813954,5.088888888888889,5.55,5.1,3,False,False,False,False,False,False,False,True
1988,132.29447957614084,6.8,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.09375,6.2,5.640909090909091,6.029999999999999,2,False,False,False,False,True,False,False,False
1999,146.0,4.7,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.574193548387097,5.066666666666666,5.7875,4.7,1,False,False,False,False,False,True,False,False
1978,151.0,6.7,127.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.446153846153846,6.38,6.656000000000001,7.25,2,False,False,False,True,False,False,False,False
2017,45.0,6.8,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.8,6.8,6.8,6.8,1,False,False,False,False,False,False,False,True
1966,132.29447957614084,5.2,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,5.903333333333333,5.7,6.157894736842105,1,False,False,True,False,False,False,False,False
2019,100.0,4.1,47.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.36,3.8,4.1,4.1,2,False,False,False,False,False,False,False,True
1988,120.0,7.8,51.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.730769230769231,7.8,7.8,7.8,1,False,False,False,False,True,False,False,False
2005,129.0,7.2,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7,5.555555555555555,5.742857142857143,6.428,3,False,False,False,False,False,False,True,False
2002,154.0,3.7,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.933333333333334,4.4714285714285715,5.475,5.0473684210526315,2,False,False,False,False,False,False,True,False
1982,132.29447957614084,3.3,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.166666666666667,3.3,4.65,4.25,2,False,False,False,False,True,False,False,False
2005,145.0,5.5,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.193023255813954,5.232692307692308,4.933333333333334,5.125,3,False,False,False,False,False,False,True,False
2017,132.29447957614084,2.7,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9333333333333336,2.7,2.7,2.7,1,False,False,False,False,False,False,False,True
1987,180.0,5.1,32.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27741935483871,4.923809523809524,4.891666666666667,5.791176470588235,1,False,False,False,False,True,False,False,False
2017,178.0,5.4,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,6.0375,5.4,5.35,1,False,False,False,False,False,False,False,True
1989,132.29447957614084,5.2,40.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.379411764705883,5.300714285714286,5.4975000000000005,5.528571428571429,1,False,False,False,False,True,False,False,False
1964,132.29447957614084,6.1,8.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36,6.3,6.815625,6.892857142857143,2,False,False,True,False,False,False,False,False
1991,127.0,2.8,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6999999999999997,5.0,4.0,6.3,1,False,False,False,False,False,True,False,False
1967,136.0,7.7,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.102380952380953,6.738461538461538,6.150909090909091,6.892857142857143,1,False,False,True,False,False,False,False,False
2021,106.0,8.1,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,8.1,8.1,8.1,1,False,False,False,False,False,False,False,False
1998,165.0,5.3,35.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.82,6.063247863247863,4.994117647058823,5.145454545454545,3,False,False,False,False,False,True,False,False
2001,172.0,5.2,124.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.15,5.333333333333333,4.800000000000001,5.3428571428571425,3,False,False,False,False,False,False,True,False
2019,132.29447957614084,7.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,7.0,7.0,1,False,False,False,False,False,False,False,True
2019,136.0,6.0,850.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,6.0,6.0,6.0,3,False,False,False,False,False,False,False,True
2006,137.0,7.0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.190322580645161,6.681818181818182,5.61875,5.130769230769231,1,False,False,False,False,False,False,True,False
2020,135.0,6.5,35.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.133333333333333,6.04,5.332142857142857,6.5,3,False,False,False,False,False,False,False,True
1951,132.29447957614084,4.9,10.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,4.925,4.9,6.0,2,False,True,False,False,False,False,False,False
2010,128.0,6.6,23.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.2,6.6,4.828571428571428,5.3,3,False,False,False,False,False,False,True,False
1998,90.0,7.6,54.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,7.35,5.65,6.521232876712329,1,False,False,False,False,False,True,False,False
2010,132.29447957614084,4.6,52.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4.666666666666667,4.6,4.65,4.6,3,False,False,False,False,False,False,True,False
1977,132.29447957614084,6.7,27.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.038461538461538,6.7057692307692305,6.228571428571429,6.233333333333333,3,False,False,False,True,False,False,False,False
1989,132.29447957614084,5.5,17.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05,6.62051282051282,6.379310344827586,6.85,2,False,False,False,False,True,False,False,False
1994,130.0,7.7,406.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,7.7,7.45,6.9,1,False,False,False,False,False,True,False,False
1966,150.0,6.8,116.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.041666666666667,6.4368,6.150909090909091,6.8,2,False,False,True,False,False,False,False,False
1969,150.0,5.7,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.2299999999999995,5.7,6.242105263157894,6.052173913043478,2,False,False,True,False,False,False,False,False
1970,132.29447957614084,6.6,41.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,6.193333333333333,6.150909090909091,6.035,1,False,False,True,False,False,False,False,False
1971,142.0,5.2,32.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05,6.193333333333333,6.686206896551725,5.2,2,False,False,False,True,False,False,False,False
2004,158.0,4.8,126.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2125,4.8,5.7,6.521232876712329,1,False,False,False,False,False,False,True,False
2005,125.0,4.7,137.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2125,6.9,6.6235,6.521232876712329,1,False,False,False,False,False,False,True,False
2005,132.29447957614084,8.7,84.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,8.7,6.528571428571429,7.35,1,False,False,False,False,False,False,True,False
1980,132.29447957614084,6.4,99.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.644117647058824,6.792307692307692,6.076923076923077,6.1875,2,False,False,False,True,False,False,False,False
2004,90.0,6.9,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,5.8999999999999995,6.9,6.9,1,False,False,False,False,False,False,True,False
1972,120.0,7.3,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.05,7.3,7.3,7.3,2,False,False,False,True,False,False,False,False
1999,137.0,5.2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.4,4.62,5.2,5.5,1,False,False,False,False,False,True,False,False
